Symbol,EntrezGene ID,Description,Imported ID,Fold Change,P-Value,Test Expression,Control Expression,Rank
AI236841,NA, ,1386002_at,-1.65,0.0009,423,696.2,390
Dlc1,58834,deleted in liver cancer 1,1373291_at,-1.65,4.50E-09,1770.8,2924.2,390
Ap1s2,302671,"adaptor-related protein complex 1, sigma 2 subunit",1384187_at,-1.65,0.001,1501,2482.8,390
Rrm2,362720,ribonucleotide reductase M2,1389408_at,1.65,0.013,570.9,346.2,390
Slc2a9,501925,"solute carrier family 2 (facilitated glucose transporter), member 9",1382136_at,1.65,1.90E-06,445.7,269.5,390
Klhl40,316088,kelch repeat and BTB (POZ) domain containing 5,1395851_at,1.64,1.20E-10,1491.6,912,396
Leng8,361506,leukocyte receptor cluster (LRC) member 8,1392932_at,-1.64,0.0003,531.8,874.7,396
Arpp21,363153,cAMP-regulated phosphoprotein 21,1389211_at,1.64,0.004,26719.8,16287,396
Epsti1,498547,epithelial stromal interaction 1 (breast),1385213_at,1.64,1.20E-05,314.1,191.2,396
Synpo2,499702,synaptopodin 2,1371679_at,1.64,0.0414,1134.1,693.6,396
BF399581,NA, ,1391375_at,-1.64,0.0079,535.8,881.4,396
BG378920,NA, ,1374065_at,1.64,0.0002,147,89.6,396
Slc14a1,54301,"solute carrier family 14 (urea transporter), member 1",1386679_at,1.64,0.0001,584.7,356.9,396
Grb14,58844,growth factor receptor bound protein 14,1368618_at,-1.64,0.0003,999.7,1639.1,396
Mgst1,171341,microsomal glutathione S-transferase 1,1367612_at,1.64,0.0001,5951.2,3628.6,396
B3galt5,288161,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5",1375030_at,-1.64,0.0046,3433.7,5628.6,396
Grem2,289264,gremlin 2,1378163_at,-1.64,0.0078,877.1,1435,396
Wdr6,301007,WD repeat domain 6,1373399_at,1.64,0.0012,5209.2,3168.5,396
Smo,25273,"smoothened, frizzled family receptor",1389475_at,-1.63,9.70E-06,528.6,859.5,409
Apoc1,25292,apolipoprotein C-I,1368587_at,-1.63,0.0019,319.1,520.1,409
Slc5a7,85426,"solute carrier family 5 (choline transporter), member 7",1387543_at,1.63,0.0056,277,170.2,409
Pclaf,300795,NS5A (hepatitis C virus) transactivated protein 9,1388340_at,1.63,0.0055,835.7,512.1,409
Chd7,312974,chromodomain helicase DNA binding protein 7,1385689_at,-1.63,0.0017,347.1,564.6,409
Slc24a4,314396,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",1378355_a_at,1.63,0.0039,4240.8,2595.1,409
Cpne8,362988,copine VIII,1374474_at,-1.63,0.0002,1126.3,1831.1,409
BG378988,NA, ,1378735_at,1.63,0.0016,1242.1,762.7,409
BF554509,NA, ,1393007_at,-1.63,8.30E-05,827,1350.5,409
BE106592,NA, ,1397800_at,-1.63,0.0004,762.3,1245,409
LOC102548758,102548758, ,1383532_at,1.63,0.0008,1782.9,1095.3,409
BF404835,NA, ,1398004_at,-1.62,0.0027,563.6,913.6,420
BE116089,NA, ,1394585_at,-1.62,0.0004,824.6,1335.3,420
BF390648,NA, ,1392108_at,-1.62,0.001,324,525,420
LOC100912383,100912383,uncharacterized LOC100912383,1397573_at,-1.62,0.0466,519.6,844.1,420
Meox2,29279,mesenchyme homeobox 2,1368422_at,-1.62,0.0154,436.2,705.9,420
Ldhc,29634,lactate dehydrogenase C,1387216_at,1.62,5.00E-06,154.5,95.5,420
Itih3,50693,"inter-alpha trypsin inhibitor, heavy chain 3",1387291_at,1.62,0.0345,7454,4605,420
Ntm,50864,neurotrimin,1380712_at,-1.62,0.0021,1268.8,2060.3,420
Lxn,59073,latexin,1367768_at,1.62,8.10E-06,2212.4,1363.8,420
Cdo1,81718,"cysteine dioxygenase, type I",1367755_at,1.62,0.013,15973,9860.6,420
Ly86,291359,lymphocyte antigen 86,1393280_at,1.62,0.0001,433,266.5,420
Prune2,293823,prune homolog 2 (Drosophila),1379126_at,1.62,0.0497,2933.5,1814.3,420
Wwc1,303039,WW and C2 domain containing 1,1379027_at,-1.62,0.0034,1510.6,2451.8,420
Mro,361348,maestro,1376765_at,-1.62,0.0037,339.2,550.5,420
Osbpl3,362360,oxysterol binding protein-like 3,1393719_at,-1.62,0.0165,706.8,1148.5,420
Blnk,499356,B-cell linker,1393641_at,1.62,1.20E-07,301.3,185.5,420
Tmem196,500750,transmembrane protein 196,1377857_at,-1.62,0.01,848.1,1369.8,420
Atp8b2,685152,"ATPase, class I, type 8B, member 2",1376218_a_at,-1.62,0.0032,933.8,1508.3,420
Pcca,687008,"propionyl-coenzyme A carboxylase, alpha polypeptide",1371963_at,-1.62,1.80E-05,1518.6,2461.5,420
BF394624,NA, ,1390182_at,-1.62,0.0002,102.4,166,420
Ppfibp2,308918,"PTPRF interacting protein, binding protein 2 (liprin beta 2)",1372531_at,-1.61,0.0004,395,637.8,440
Cbln1,498922,cerebellin 1 precursor,1376873_at,1.61,0.0353,408.4,253.7,440
AI709768,NA, ,1384232_at,-1.61,0.012,200.5,323.2,440
BE096857,NA, ,1394475_at,-1.61,9.60E-05,2700.6,4339.3,440
Rn.55786,NA, ,1390014_at,-1.61,0.0091,1590.8,2556.3,440
BF397554,NA, ,1377376_at,-1.61,0.0054,568.8,914.2,440
Rn.146484,NA, ,1385630_at,-1.61,0.0007,626.9,1007.7,440
LOC100363441,100363441,hypothetical protein LOC100363441,1384512_at,-1.61,0.0001,1317.8,2118,440
LOC100910573,100910573,uncharacterized LOC100910573,1377762_at,-1.61,0.0002,501,805.6,440
Aldh1a1,24188,"aldehyde dehydrogenase 1 family, member A1",1387022_at,-1.61,0.0329,345.8,557.1,440
Slc6a1,79212,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",1368170_at,-1.61,0.0047,3669.1,5895.2,440
Tox3,291908,TOX high mobility group box family member 3,1382579_at,-1.61,0.0004,428.3,691.5,440
Plp2,302562,proteolipid protein 2 (colonic epithelium-enriched),1388393_at,1.61,9.00E-06,1146,713.4,440
Calb1,83839,calbindin 1,1370201_at,-1.6,0.0094,11412.1,18288.1,453
Gmfg,113940,"glia maturation factor, gamma",1373490_at,1.6,4.20E-05,489.8,306.5,453
Necab2,170928,N-terminal EF-hand calcium binding protein 2,1368443_at,-1.6,5.60E-05,2380.8,3804.2,453
Enox2,302817,ecto-NOX disulfide-thiol exchanger 2,1384198_at,-1.6,0.0002,611.5,980.6,453
Top2a,360243,topoisomerase (DNA) II alpha,1388650_at,1.6,0.0004,185.5,116.1,453
Me3,361602,"malic enzyme 3, NADP(+)-dependent, mitochondrial",1389572_at,1.6,0.0002,3392.1,2124,453
Fam102b,365903,"family with sequence similarity 102, member B",1379356_at,1.6,1.90E-08,8281.1,5183.6,453
Gpr84,688730,G protein-coupled receptor 84,1385605_at,1.6,2.30E-05,269.1,168.1,453
Heg1,689710,similar to Neurogenic locus notch homolog protein 2 precursor (Notch 2) (hN2),1373415_at,1.6,0.0017,16524.5,10335.2,453
Draxin,691317,dorsal inhibitory axon guidance protein,1397400_at,1.6,0.0004,287.1,179.9,453
AA850576,NA, ,1382347_at,-1.6,2.90E-06,193.4,308.9,453
AA801454,NA, ,1386813_at,1.6,0.0405,1686.1,1050.7,453
BF418058,NA, ,1375331_at,-1.6,0.0014,243,390,453
BE117884,NA, ,1377786_at,-1.6,4.60E-06,9179.2,14645.1,453
BE108581,NA, ,1382745_at,-1.6,1.40E-07,1346,2156.9,453
BE098191,NA, ,1383848_at,-1.59,0.0019,870.8,1384.7,468
Cp,24268,ceruloplasmin (ferroxidase),1368419_at,1.59,0.0228,160.5,100.7,468
Tmsb10,50665,"thymosin, beta 10",1367655_at,1.59,0.0026,634.6,399.4,468
Cxcr1,54258,chemokine (C-X-C motif) receptor 1,1369875_at,1.59,0.001,924.4,581.1,468
Grb2,81504,growth factor receptor bound protein 2,1368385_a_at,1.59,4.20E-05,3809.3,2401.2,468
Kcns3,83588,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",1368751_at,-1.59,0.0002,546.1,869.8,468
Cdh8,84408,cadherin 8,1393549_at,-1.59,4.80E-05,1706.1,2713.4,468
Frzb,295691,frizzled-related protein,1375961_at,-1.59,0.0433,8119.1,12880.1,468
Mpp6,362359,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",1398627_at,-1.59,2.70E-06,1116.5,1772.5,468
Mpp6,362359,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",1397419_at,-1.59,0.0002,595.4,949.5,468
Eya3,313027,eyes absent homolog 3 (Drosophila),1389149_at,1.58,0.0002,2586.6,1634.9,478
Extl1,313610,exostoses (multiple)-like 1,1385365_at,-1.58,4.90E-06,796,1256.3,478
Mdga2,314180,MAM domain containing glycosylphosphatidylinositol anchor 2,1381821_at,-1.58,0.0004,1707.6,2690.2,478
Clec4a3,362431,"C-type lectin domain family 4, member A3",1389553_at,1.58,0.0003,142.7,90.1,478
Clic1,406864,chloride intracellular channel 1,1375633_at,1.58,0.0012,629.2,398.2,478
Clec12a,680338,"C-type lectin domain family 12, member A",1395184_at,1.58,0.0002,186.4,117.7,478
Tmem71,690657,transmembrane protein 71,1392683_at,1.58,7.10E-05,237.4,149.9,478
6-Sep,691335,septin 6,1398405_at,-1.58,0.0035,1650.7,2612.9,478
BI298836,NA, ,1377508_at,-1.58,0.0013,1391.6,2197.7,478
BE113971,NA, ,1378145_at,1.58,1.40E-07,623.4,394,478
Hdc,24443,histidine decarboxylase,1370491_a_at,-1.58,0.0074,434.4,688.5,478
Sntg2,298936,"syntrophin, gamma 2",1385325_at,-1.58,0.0015,223.2,352.8,478
Nrip1,304157,nuclear receptor interacting protein 1,1379982_at,-1.58,0.0005,2573.4,4068.9,478
Agt,24179,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",1387811_at,-1.57,0.0099,1017.2,1599.6,491
Yes1,24884,Yamaguchi sarcoma viral (v-yes) oncogene homolog 1,1374751_at,1.57,0.0002,1454.9,925,491
Ccnd2,64033,cyclin D2,1370810_at,-1.57,0.0053,2840,4454.7,491
Wif1,114557,Wnt inhibitory factor 1,1369203_at,-1.57,2.30E-07,99.6,156.1,491
Pycr1,287877,pyrroline-5-carboxylate reductase 1,1383434_at,1.57,0.0001,4378.1,2780.6,491
Slc24a4,314396,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",1394272_at,1.57,0.0016,590.4,376.5,491
Plek,364206,pleckstrin,1390687_at,1.57,2.70E-05,640.1,408.7,491
Gas2,499156,growth arrest-specific 2,1379452_at,-1.57,7.00E-07,618.3,968.3,491
Zpr1,500989,zinc finger protein 259,1393105_at,1.57,0.0075,933,594.1,491
Gpr34,554353,G protein-coupled receptor 34,1393682_at,1.57,0.0039,161.9,103,491
Ajap1,687031,adherens junction associated protein 1,1395144_at,-1.57,0.0002,115.4,180.9,491
BF420705,NA, ,1376425_at,-1.57,1.00E-05,552.9,866.7,491
BI301687,NA, ,1397410_at,-1.57,0.0015,1170,1837.1,491
BF387432,NA, ,1377555_at,-1.57,0.0037,904.9,1420.4,491
AA801220,NA, ,1372539_at,-1.57,0.0049,290.6,456.4,491
BE100932,NA, ,1390906_at,1.57,0.0113,668,424.4,491
1379855_at,NA, ,1379855_at,-1.57,0.0438,2278.9,3571.9,491
BF563411,NA, ,1397060_at,-1.56,0.0018,1491.8,2325.3,508
AI556069,NA, ,1396851_at,-1.56,0.0019,738.7,1154.1,508
Alcam,79559,activated leukocyte cell adhesion molecule,1370043_at,-1.56,0.0014,5200.5,8121.3,508
Tpbg,83684,trophoblast glycoprotein,1368540_at,1.56,0.0005,151.6,97.4,508
Snx1,84471,sorting nexin 1,1368043_at,1.56,0.0022,3130.6,2002,508
Cgref1,245918,cell growth regulator with EF hand domain 1,1370361_at,1.56,0.003,2347.5,1500.4,508
Hba-a1,287167,"globin, alpha",1375519_at,-1.56,0.039,1794.1,2793.1,508
Pip5k1b,309419,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta",1379352_at,-1.56,0.0245,2482.3,3869,508
Chd7,312974,chromodomain helicase DNA binding protein 7,1378361_at,-1.56,9.80E-06,502.6,782.8,508
Baz1a,314126,"bromodomain adjacent to zinc finger domain, 1A",1374113_at,1.56,3.70E-05,235.6,150.8,508
Tgif1,316742,TGFB-induced factor homeobox 1,1373421_at,1.56,0.0006,170.4,109.4,508
Mtus2,498136,similar to mKIAA0774 protein,1390051_at,-1.56,0.002,894.1,1390.7,508
Sowahc,503306,sosondowah ankyrin repeat domain family member C,1386065_at,1.56,0.0033,318.4,203.8,508
Kctd4,691835,potassium channel tetramerisation domain containing 4,1396388_at,-1.56,0.0005,12312.7,19264.9,508
BE118251,NA, ,1374432_at,-1.56,3.50E-06,11225.7,17467,508
Lrrc8b,305135,"leucine rich repeat containing 8 family, member B",1378003_at,1.55,0.0039,5523.1,3569.5,523
Spata13,305938,spermatogenesis associated 13,1372027_at,-1.55,0.0046,4451.1,6883.3,523
Nckap1l,315348,NCK associated protein 1 like,1380537_at,1.55,6.10E-07,275.6,177.3,523
Emilin2,316736,elastin microfibril interfacer 2,1383936_at,-1.55,0.0024,879.5,1361.3,523
Plac8,360914,placenta-specific 8,1371447_at,1.55,0.0016,213.9,138,523
Zmiz1,361103,"zinc finger, MIZ-type containing 1",1373369_at,1.55,0.0007,7965.1,5151.4,523
Etv1,362733,ets variant 1,1397015_at,-1.55,0.0005,2479.8,3840.3,523
Fzd8,364754,frizzled family receptor 8,1383721_at,1.55,1.40E-06,408.6,263.1,523
Grxcr1,498355,"glutaredoxin, cysteine rich 1",1374367_at,1.55,9.70E-05,793.7,511.8,523
Stum,689499,similar to Y97E10AL.1,1394406_at,-1.55,0.0014,1952.5,3028.2,523
AI144865,NA, ,1379382_at,-1.55,0.0042,3397.9,5261.1,523
BF290662,NA, ,1382647_at,-1.55,0.0068,216.5,335.2,523
AI317817,NA, ,1389592_at,1.55,8.60E-06,2275.9,1469.9,523
AI547942,NA, ,1378721_at,-1.55,0.0001,497.3,771,523
LOC102552880,102552880, ,1392877_at,-1.55,0.0016,2153.3,3339,523
Mc4r,25635,melanocortin 4 receptor,1370622_at,-1.55,0.0162,187.6,290.2,523
Inhba,29200,inhibin beta-A,1383486_at,1.55,0.0006,3875.3,2495.7,523
Lmna,60374,lamin A,1368055_a_at,1.55,0.0055,1280,827.6,523
Abcd2,84356,"ATP-binding cassette, subfamily D (ALD), member 2",1368561_at,-1.55,0.0005,830,1288.9,523
Cdh11,84407,cadherin 11,1391146_at,-1.55,6.10E-05,1517.6,2351.9,523
Fads1,84575,fatty acid desaturase 1,1367857_at,-1.55,0.0008,3198.6,4952.1,523
Tmem44,288028,transmembrane protein 44,1376011_at,-1.55,0.0042,111.1,172.7,523
Sgca,303468,"sarcoglycan, alpha (dystrophin-associated glycoprotein)",1372240_at,1.55,8.50E-06,327.1,211.2,523
Thrsp,25357,thyroid hormone responsive,1371400_at,-1.54,0.0087,454.8,700,546
Cd63,29186,Cd63 molecule,1367709_at,1.54,0.0123,2582.4,1674,546
Crispld2,171547,cysteine-rich secretory protein LCCL domain containing 2,1376457_at,1.54,0.0332,470,304.7,546
Frzb,295691,frizzled-related protein,1373615_at,-1.54,0.0451,931.5,1438.1,546
Srxn1,296271,sulfiredoxin 1,1372510_at,1.54,0.0007,11446,7416.3,546
Rgma,308739,"RGM domain family, member A",1375849_at,1.54,3.50E-06,1534,994,546
Itgal,308995,"integrin, alpha L",1393347_at,1.54,0.0002,338.2,220.1,546
Naa15,310399,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",1393881_at,-1.54,0.0313,2456.9,3784.8,546
Rnf32,311936,ring finger protein 32,1381476_at,-1.54,0.0044,1444.9,2224.3,546
Dbndd1,361437,dysbindin (dystrobrevin binding protein 1) domain containing 1,1379056_at,1.54,2.40E-05,1816.7,1182.7,546
Traf3,362788,Tnf receptor-associated factor 3,1373482_at,-1.54,2.30E-05,929.6,1433.7,546
